Fecha,Aceites lubricantes,Asfalto ,Bunker,Ceras,Combustible turbo jet,Diesel bajo azufre,Diesel ultra bajo azufre,Gas licuado de petróleo,Gasolina de aviación,Gasolina regular,Gasolina superior,Grasas lubricantes,Kerosina,Mezclas oleosas,Naftas,Petcoke,Petróleo crudo,Solventes,Butano,Diesel alto azufre,MTBE,Orimulsión,Petróleo reconstituido,Total importación,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May/2012,0.00,"12,714.50","427,414.42",0.00,0.00,0.00,0.00,"510,506.81","1,551.00","241,786.29","380,531.85",0.00,"70,939.56",0.00,0.00,"169,754.09",0.00,0.00,0.00,"833,370.09",0.00,0.00,0.00,"2,648,568.61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun/2012,0.00,"5,405.19","490,228.51",0.00,0.00,0.00,0.00,"527,672.26","1,870.00","320,566.69","550,379.33",0.00,"47,391.70",0.00,0.00,0.00,0.00,0.00,0.00,"767,124.65",0.00,0.00,0.00,"2,710,638.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul/2012,0.00,"11,297.69","293,113.09",0.00,0.00,0.00,0.00,"165,424.21",0.00,"142,232.47","271,509.20",0.00,"70,228.77",0.00,0.00,0.00,0.00,0.00,0.00,"1,021,995.90",0.00,0.00,0.00,"1,975,801.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug/2012,0.00,"13,907.62","76,969.26",0.00,0.00,0.00,0.00,"387,892.07",0.00,"263,677.23","361,307.20",0.00,"65,574.80",0.00,0.00,"148,916.30",0.00,0.00,0.00,"626,706.23",0.00,0.00,0.00,"1,944,950.71",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep/2012,0.00,"6,813.86","323,767.51",0.00,0.00,0.00,0.00,"530,897.79","2,766.00","201,347.56","372,989.29",0.00,"56,595.70",0.00,0.00,0.00,0.00,0.00,0.00,"619,651.27",0.00,0.00,0.00,"2,114,828.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct/2012,0.00,"2,242.12","378,149.37",0.00,0.00,0.00,0.00,"162,208.43",0.00,"374,301.51","600,094.03",0.00,"33,639.00",0.00,0.00,0.00,0.00,0.00,0.00,"463,054.77",0.00,0.00,0.00,"2,013,689.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov/2012,0.00,0.00,"456,468.18",0.00,0.00,0.00,0.00,"569,345.86","2,651.00","197,398.80","359,818.54",0.00,"37,111.56",0.00,0.00,"147,071.21",0.00,0.00,0.00,"538,552.89",0.00,0.00,0.00,"2,308,418.04",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec/2012,0.00,0.00,"273,182.16",0.00,0.00,0.00,0.00,"152,926.76",95.20,"287,980.58","419,029.17",0.00,"43,950.37",0.00,0.00,"149,085.15",0.00,0.00,0.00,"1,324,780.96",0.00,0.00,0.00,"2,651,030.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan/2013,0.00,0.00,"361,207.18",0.00,0.00,0.00,0.00,"575,318.45",190.48,"396,416.84","433,924.69",0.00,"57,437.01",0.00,0.00,"150,030.49",0.00,0.00,0.00,"749,266.68",0.00,0.00,0.00,"2,723,791.82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb/2013,0.00,0.00,"325,080.10",0.00,0.00,0.00,0.00,"142,772.81","1,047.62","235,502.58","470,483.98",0.00,"55,641.80",0.00,0.00,"168,305.17",0.00,0.00,0.00,"709,843.02",0.00,0.00,0.00,"2,108,677.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar/2013,0.00,"3,879.00","231,802.56",0.00,0.00,0.00,0.00,"569,013.24","3,183.88","439,386.62","429,974.17",0.00,"19,570.11",0.00,0.00,0.00,0.00,0.00,0.00,"832,627.57",0.00,0.00,0.00,"2,529,437.15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr/2013,0.00,0.00,"337,655.21",0.00,0.00,0.00,0.00,"508,649.45",0.00,"274,680.65","430,259.18",0.00,"50,291.42",0.00,0.00,0.00,0.00,0.00,0.00,"860,094.78",0.00,0.00,0.00,"2,461,630.69",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May/2013,0.00,0.00,"331,393.56",0.00,0.00,0.00,0.00,"181,461.60",797.62,"281,823.20","532,379.66",0.00,"73,024.85",0.00,0.00,"180,944.23",0.00,0.00,0.00,"1,202,187.85",0.00,0.00,0.00,"2,784,012.56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun/2013,0.00,"34,302.05","365,997.74",0.00,0.00,0.00,0.00,"536,847.17","1,196.47","293,808.60","284,038.03",0.00,"75,416.48",0.00,0.00,"167,235.48",0.00,0.00,0.00,"729,711.88",0.00,0.00,0.00,"2,488,553.89",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul/2013,0.00,0.00,"113,165.55",0.00,0.00,0.00,0.00,"352,909.02",795.59,"259,025.83","486,075.06",0.00,"60,089.40",0.00,0.00,0.00,0.00,0.00,0.00,"693,160.50",0.00,0.00,0.00,"1,965,220.95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug/2013,0.00,0.00,"405,352.22",0.00,0.00,0.00,0.00,"359,346.00","3,677.00","221,433.20","347,066.11",0.00,"58,972.06",0.00,0.00,"146,366.33",0.00,0.00,0.00,"505,133.44",0.00,0.00,0.00,"2,047,346.36",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep/2013,0.00,305.00,"172,130.08",0.00,0.00,0.00,0.00,"394,985.89",0.00,"300,794.99","373,303.31",0.00,"83,693.28",0.00,0.00,"172,152.59",0.00,0.00,0.00,"803,626.98",0.00,0.00,0.00,"2,300,992.12",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct/2013,0.00,889.00,"171,722.79",0.00,0.00,0.00,0.00,"415,869.34","3,626.98","281,168.85","372,946.33",0.00,"133,623.60",0.00,0.00,0.00,0.00,0.00,0.00,"980,327.98",0.00,0.00,0.00,"2,360,174.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov/2013,0.00,152.00,"202,139.43",0.00,0.00,0.00,0.00,"425,669.24",797.21,"390,941.15","496,029.72",0.00,"5,319.12",0.00,0.00,"169,752.50",0.00,0.00,0.00,"903,218.47",0.00,0.00,0.00,"2,594,018.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec/2013,0.00,152.00,"150,330.46",0.00,0.00,0.00,0.00,"452,414.08",0.00,"210,096.78","358,799.64",0.00,"98,883.10",0.00,0.00,0.00,0.00,0.00,0.00,"791,698.89",0.00,0.00,0.00,"2,062,374.95",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan/2014,0.00,"2,238.00","117,010.52",0.00,0.00,0.00,0.00,"371,888.73","1,465.00","487,880.79","457,365.46",0.00,"109,091.19",0.00,0.00,"149,806.14",0.00,0.00,0.00,"1,595,698.56",0.00,0.00,0.00,"3,292,444.39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb/2014,0.00,"6,093.80","116,368.88",0.00,0.00,0.00,0.00,"336,845.19",0.00,"312,423.86","455,726.06",0.00,"80,162.42",0.00,0.00,0.00,0.00,0.00,0.00,"688,703.18",0.00,0.00,0.00,"1,996,323.39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar/2014,0.00,639.00,"407,270.41",0.00,0.00,0.00,0.00,"358,755.83","3,392.28","472,437.63","582,572.93",0.00,"46,120.40",0.00,0.00,"330,016.67",0.00,0.00,0.00,"1,147,182.50",0.00,0.00,0.00,"3,348,387.65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr/2014,0.00,"2,349.70","332,419.30",0.00,0.00,0.00,0.00,"466,766.95","1,570.10","207,049.00","270,302.22",0.00,"72,947.78",0.00,0.00,"6,993.03",0.00,0.00,0.00,"845,051.33",0.00,0.00,0.00,"2,205,449.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May/2014,0.00,"2,000.03","246,105.20",0.00,0.00,0.00,0.00,"554,784.32","4,644.98","417,767.24","563,319.79",0.00,"175,257.51",0.00,0.00,"327,251.71",0.00,0.00,0.00,"1,008,148.07",0.00,0.00,0.00,"3,299,278.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun/2014,0.00,"5,469.60","286,478.99",0.00,0.00,0.00,0.00,"359,135.62",0.00,"247,114.99","404,603.55",0.00,"67,873.76",0.00,0.00,0.00,0.00,0.00,0.00,"694,920.68",0.00,0.00,0.00,"2,065,597.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul/2014,0.00,"3,399.70","167,316.42",0.00,0.00,0.00,0.00,"417,570.34",0.00,"454,196.13","558,403.41",0.00,"66,309.97",0.00,0.00,0.00,0.00,0.00,0.00,"845,875.86",0.00,0.00,0.00,"2,513,071.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug/2014,0.00,"1,736.40","477,014.48",0.00,0.00,0.00,0.00,"416,068.30",356.60,"305,285.53","398,563.48",0.00,"170,401.29",0.00,0.00,"151,264.47",0.00,0.00,0.00,"760,353.37",0.00,0.00,0.00,"2,681,043.91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep/2014,0.00,"2,799.10","368,203.04",0.00,0.00,0.00,0.00,"408,998.93",358.60,"378,741.56","547,486.22",0.00,"13,079.90",0.00,0.00,0.00,0.00,0.00,0.00,"598,145.89",0.00,0.00,0.00,"2,317,813.24",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct/2014,0.00,"3,367.86","230,129.08",0.00,0.00,0.00,0.00,"314,868.89","4,466.90","256,340.49","379,572.07",0.00,"20,828.70",0.00,0.00,"161,718.04",0.00,0.00,0.00,"762,763.24",0.00,0.00,0.00,"2,134,055.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov/2014,0.00,"4,294.61","243,197.44",0.00,0.00,0.00,0.00,"487,343.72",0.00,"372,809.93","533,524.40",0.00,"79,078.42",0.00,0.00,0.00,0.00,0.00,0.00,"1,033,873.16",0.00,0.00,0.00,"2,754,121.68",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec/2014,0.00,"48,364.50","91,348.40",0.00,0.00,0.00,0.00,"380,185.96","27,979.07","491,072.11","583,081.57",0.00,"124,619.87",0.00,0.00,"152,365.73",0.00,0.00,0.00,"1,004,032.65",0.00,0.00,0.00,"2,903,049.86",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan/2015,0.00,142.90,"245,584.89",0.00,0.00,0.00,0.00,"523,352.31",0.00,"371,420.59","471,973.30",0.00,"19,111.30",0.00,0.00,"148,594.27",0.00,0.00,0.00,"1,324,421.96",0.00,0.00,0.00,"3,104,601.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb/2015,0.00,"3,349.05","162,224.95",0.00,0.00,0.00,0.00,"421,268.22",0.00,"548,714.53","664,315.85",0.00,"170,853.82",0.00,0.00,0.00,0.00,0.00,0.00,"955,286.02",0.00,0.00,0.00,"2,926,012.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar/2015,0.00,"8,319.11","280,843.31",0.00,0.00,0.00,0.00,"497,168.60",0.00,"453,536.19","622,883.10",0.00,"90,955.77",0.00,0.00,"164,423.33",0.00,0.00,0.00,"1,164,885.97",0.00,0.00,0.00,"3,283,015.37",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr/2015,0.00,"15,358.33","304,405.66",0.00,0.00,0.00,0.00,"519,603.84",0.00,"537,064.59","599,558.55",0.00,"108,382.50",0.00,0.00,0.00,0.00,0.00,0.00,"1,130,870.79",0.00,0.00,0.00,"3,215,244.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May/2015,0.00,"33,380.56","375,606.55",0.00,0.00,0.00,0.00,"415,890.34",0.00,"534,049.28","618,319.21",0.00,"58,745.67",0.00,0.00,"163,409.40",0.00,0.00,0.00,"954,782.75",0.00,0.00,0.00,"3,154,183.76",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun/2015,0.00,"10,275.34","336,491.48",0.00,0.00,0.00,0.00,"526,358.48",0.00,"394,824.33","525,280.85",0.00,"100,499.13",0.00,0.00,"162,807.81",0.00,0.00,0.00,"862,071.77",0.00,0.00,0.00,"2,918,609.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul/2015,0.00,"2,723.80","235,587.32",0.00,0.00,0.00,0.00,"411,971.43",0.00,"519,374.15","616,269.01",0.00,"123,496.73",0.00,0.00,0.00,0.00,0.00,0.00,"1,149,630.43",0.00,0.00,0.00,"3,059,052.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug/2015,0.00,"3,047.60","348,192.53",0.00,0.00,0.00,0.00,"561,563.81",0.00,"328,552.07","467,373.13",0.00,"119,764.65",0.00,0.00,"165,284.13",0.00,0.00,0.00,"919,285.90",0.00,0.00,0.00,"2,913,063.82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep/2015,0.00,74.88,"513,707.26",0.00,0.00,0.00,0.00,"480,268.89",0.00,"485,906.49","576,250.29",0.00,"147,445.06",0.00,0.00,0.00,0.00,0.00,0.00,"754,068.77",0.00,0.00,0.00,"2,957,721.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct/2015,0.00,571.40,"250,054.86",0.00,0.00,0.00,0.00,"423,239.36","11,536.58","432,666.75","533,620.64",0.00,"135,724.25",0.00,0.00,"148,515.29",0.00,0.00,0.00,"1,163,425.95",0.00,0.00,0.00,"3,099,355.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov/2015,0.00,"11,175.83","263,741.40",0.00,0.00,0.00,0.00,"637,316.48",0.00,"574,547.76","724,273.97",0.00,"184,093.93",0.00,0.00,0.00,0.00,0.00,0.00,"904,700.42",0.00,0.00,0.00,"3,299,849.79",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec/2015,0.00,640.37,"208,710.54",0.00,0.00,0.00,0.00,"500,684.29",0.00,"319,329.71","498,798.79",0.00,"116,266.75",0.00,0.00,"148,507.37",0.00,0.00,0.00,"1,113,876.28",0.00,0.00,0.00,"2,906,814.10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan/2016,0.00,"27,449.20","178,437.60",0.00,"104,377.60",0.00,0.00,"748,970.64",0.00,"546,876.54","729,211.43",0.00,"16,000.00",0.00,0.00,"162,512.74",0.00,0.00,0.00,"987,507.78",0.00,0.00,0.00,"3,501,343.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb/2016,0.00,0.00,"370,085.96",0.00,"117,800.10",0.00,0.00,"287,337.74",0.00,"424,074.81","405,559.45",0.00,"24,900.00",0.00,0.00,0.00,0.00,0.00,0.00,"1,167,227.96",0.00,0.00,0.00,"2,796,986.02",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar/2016,0.00,"2,716.52","264,193.10",0.00,"111,203.62",0.00,0.00,"504,451.07","25,081.90","508,542.18","771,024.11",0.00,"13,000.00",0.00,0.00,"181,497.47",0.00,0.00,0.00,"1,498,844.95",0.00,0.00,0.00,"3,880,554.92",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr/2016,0.00,"4,428.60","269,518.34",0.00,"59,681.73",0.00,0.00,"587,482.69",0.00,"527,083.64","502,728.88",0.00,"16,000.00",0.00,0.00,"161,331.89",0.00,0.00,0.00,"1,137,213.10",0.00,0.00,0.00,"3,265,468.87",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May/2016,0.00,"1,714.30","495,459.41",0.00,"97,343.58",0.00,0.00,"416,912.47",0.00,"528,347.81","615,900.31",0.00,"19,000.00",0.00,0.00,0.00,0.00,0.00,0.00,"1,035,544.08",0.00,0.00,0.00,"3,210,221.96",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun/2016,0.00,"2,142.90","400,963.62",0.00,"81,862.33",0.00,0.00,"703,319.23",0.00,"397,477.40","502,082.45",0.00,"16,000.00",0.00,0.00,0.00,0.00,0.00,0.00,"800,222.53",0.00,0.00,0.00,"2,904,070.46",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul/2016,0.00,0.00,"127,905.46",0.00,"108,804.20",0.00,0.00,"455,823.14",0.00,"526,652.73","618,366.10",0.00,"22,000.00",0.00,0.00,"181,500.00",0.00,0.00,0.00,"859,222.62",0.00,0.00,0.00,"2,900,274.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug/2016,0.00,428.60,"246,976.30",0.00,"147,462.11",0.00,0.00,"588,310.54",285.00,"512,202.57","625,218.90",0.00,"20,000.00",0.00,0.00,"181,492.85",0.00,0.00,0.00,"701,185.75",0.00,0.00,0.00,"3,023,562.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep/2016,0.00,"1,571.40","188,931.32",0.00,"94,858.75",0.00,0.00,"306,543.41",0.00,"567,786.57","677,892.97",0.00,"17,000.00",0.00,0.00,0.00,0.00,0.00,0.00,"1,274,128.31",0.00,0.00,0.00,"3,128,712.73",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct/2016,0.00,"1,428.60","62,511.80",0.00,"81,839.62",0.00,0.00,"717,388.57",0.00,"455,850.76","546,154.65",0.00,"26,173.00",0.00,0.00,0.00,0.00,0.00,0.00,"927,923.50",0.00,0.00,0.00,"2,819,270.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov/2016,0.00,"4,142.90","304,552.31",0.00,"95,032.90",0.00,0.00,"505,975.98","6,444.20","476,784.16","725,548.16",0.00,"13,197.00",0.00,0.00,"165,005.50",0.00,0.00,0.00,"957,656.05",0.00,0.00,0.00,"3,254,339.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec/2016,0.00,"3,857.00","306,550.77",0.00,"158,719.36",0.00,0.00,"584,807.19",0.00,"473,659.59","526,573.96",0.00,"31,039.20",0.00,0.00,"160,560.68",0.00,0.00,0.00,"1,303,735.78",0.00,0.00,0.00,"3,549,503.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan/2017,0.00,"3,190.00","213,661.50",0.00,"33,917.24",0.00,0.00,"567,345.82",0.00,"527,564.90","748,233.58",0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.29,"842,993.49",0.00,0.00,0.00,"2,936,978.82",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb/2017,0.00,714.30,"72,649.78",0.00,"152,952.20",0.00,0.00,"279,527.23","21,844.81","469,140.06","497,707.41",0.00,"1,040.00",0.00,0.00,0.00,0.00,0.00,0.00,"844,676.98",0.00,0.00,0.00,"2,340,252.77",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar/2017,0.00,"3,142.90","376,955.72",0.00,"75,312.22",0.00,0.00,"780,048.59","3,505.27","608,144.98","734,984.24",0.00,0.00,0.00,0.00,"388,055.94",0.00,0.00,72.29,"1,351,787.92",0.00,0.00,0.00,"4,322,010.07",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr/2017,0.00,"1,285.71","106,518.75",0.00,"154,934.13",0.00,0.00,"530,578.14",508.27,"681,303.11","632,843.41",0.00,0.00,0.00,0.00,"404,822.98",0.00,0.00,72.29,"1,406,022.43",0.00,0.00,0.00,"3,918,889.22",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May/2017,0.00,"1,285.71","160,374.50",0.00,"105,375.23",0.00,0.00,"604,702.55","3,193.64","386,088.18","442,311.09",0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.29,"889,926.86",0.00,0.00,0.00,"2,593,330.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun/2017,0.00,"1,428.57","191,218.23",0.00,"48,933.84",0.00,0.00,"487,244.19",367.94,"519,389.66","582,374.34",0.00,0.00,0.00,0.00,"182,141.85",0.00,0.00,72.29,"902,659.00",0.00,0.00,0.00,"2,915,829.91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul/2017,0.00,"1,857.14","85,356.63",0.00,"54,997.21",0.00,0.00,"510,428.14",0.00,"433,026.08","769,214.06",0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,"994,338.30",0.00,0.00,0.00,"2,849,217.56",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug/2017,0.00,"3,269.86","44,448.27",0.00,"76,542.18",0.00,0.00,"538,582.14",666.23,"592,103.31","607,368.72",0.00,0.00,0.00,0.00,"583,079.69",0.00,0.00,144.57,"846,696.35",0.00,0.00,0.00,"3,292,901.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep/2017,0.00,"3,857.14","218,358.99",0.00,"125,724.44",0.00,0.00,"350,294.57",0.00,"316,435.22","401,678.98",0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.29,"925,397.87",0.00,0.00,0.00,"2,341,819.50",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct/2017,0.00,"5,286.19","219,812.14",0.00,"132,304.57",0.00,0.00,"584,709.61","6,925.95","574,073.61","657,241.76",0.00,0.00,0.00,0.00,"167,584.01",0.00,0.00,0.00,"740,198.57",0.00,0.00,0.00,"3,088,136.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov/2017,0.00,"10,880.53","127,575.05",0.00,"24,435.17",0.00,0.00,"935,986.51",0.00,"434,963.36","504,247.31",0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.29,"1,135,350.10",0.00,0.00,0.00,"3,173,510.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec/2017,0.00,"3,150.02","56,960.00",0.00,"80,037.74",0.00,0.00,"595,421.43","4,729.14","679,441.47","803,216.88",0.00,0.00,0.00,0.00,"155,599.02",0.00,0.00,72.29,"1,305,047.55",0.00,0.00,0.00,"3,683,675.54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan/2018,0.00,"5,302.14","134,033.14",0.00,"92,894.94","1,153,831.89","21,987.53","396,363.05",0.00,"571,858.06","535,784.70",0.00,0.00,0.00,0.00,0.00,0.00,0.00,78.78,0.00,0.00,0.00,0.00,"2,912,134.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb/2018,0.00,"3,721.91","85,318.21",0.00,"52,337.76","921,684.12","29,946.48","591,000.02",0.00,"509,366.10","629,467.91",0.00,0.00,0.00,0.00,"407,070.30",0.00,0.00,0.37,0.00,0.00,0.00,0.00,"3,229,913.18",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
