Fecha,Aceites lubricantes,Asfalto ,Bunker,Ceras,Combustible turbo jet,Diesel bajo azufre,Diesel ultra bajo azufre,Gas licuado de petróleo,Gasolina de aviación,Gasolina regular,Gasolina superior,Grasas lubricantes,Kerosina,Mezclas oleosas,Naftas,Petcoke,Petróleo crudo,Solventes,Butano,Diesel alto azufre,MTBE,Orimulsión,Petróleo reconstituido,Total importación,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar/2018,0.00,"6,182.35","84,988.82",0.00,"23,906.14","889,227.10","12,064.95","644,245.40","15,747.16","563,899.06","529,507.15",0.00,0.00,0.00,0.00,"418,762.45",0.00,0.00,74.03,0.00,0.00,0.00,0.00,"3,188,604.61",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr/2018,0.00,"1,877.72","219,805.45",0.00,"70,906.87","696,962.77",0.00,"188,590.81",0.00,"510,830.00","617,512.28",0.00,0.00,0.00,0.00,0.00,0.00,0.00,72.29,0.00,0.00,0.00,0.00,"2,306,558.19",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May/2018,0.00,"4,300.00","111,460.41",0.00,"72,992.51","1,592,580.34","38,055.30","636,234.13",0.00,"580,825.11","580,329.35",0.00,0.00,0.00,0.00,"327,075.21",0.00,0.00,6.96,0.00,0.00,0.00,0.00,"3,943,859.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun/2018,0.00,"6,413.00","130,426.60",0.00,"34,249.65","777,679.91",0.00,"618,811.33","21,208.26","463,620.61","558,257.59",0.00,"1,000.00",0.00,0.00,0.00,0.00,0.00,144.57,0.00,0.00,0.00,0.00,"2,611,811.52",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul/2018,0.00,"8,518.71","148,012.12",0.00,"40,811.00","793,683.41",0.00,"584,386.15","4,005.99","543,333.77","784,601.77",0.00,0.00,0.00,0.00,"385,600.49",0.00,0.00,5.84,0.00,0.00,0.00,0.00,"3,292,959.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug/2018,0.00,"3,434.71","214,625.41",0.00,"81,985.47","1,281,364.78",0.00,"408,658.63","20,437.54","663,834.04","541,557.34",0.00,0.00,0.00,0.00,0.00,0.00,0.00,74.63,0.00,0.00,0.00,0.00,"3,215,972.55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep/2018,0.00,"4,473.29","26,753.84",0.00,"94,980.04","896,266.43",0.00,"449,846.76","18,379.30","454,442.87","536,897.09",0.00,0.00,0.00,0.00,"406,985.43",0.00,0.00,0.00,0.00,0.00,0.00,0.00,"2,889,025.05",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct/2018,0.00,"4,285.71","150,085.74",0.00,"55,219.75","992,682.04","6,049.00","600,230.45","2,395.30","726,044.35","663,440.34",0.00,0.00,0.00,0.00,"418,296.61",0.00,0.00,74.94,0.00,0.00,0.00,0.00,"3,618,804.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov/2018,0.00,"2,584.71","65,312.15",0.00,"52,310.24","899,588.34","39,035.84","598,626.16",0.00,"534,084.49","509,382.86",0.00,0.00,0.00,0.00,"244,787.00",0.00,0.00,73.85,0.00,0.00,0.00,0.00,"2,945,785.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec/2018,0.00,"2,588.13","84,669.38",0.00,"87,868.41","792,198.66",0.00,"614,887.00",0.00,"535,639.97","631,652.56",0.00,0.00,0.00,0.00,"438,155.24",0.00,0.00,83.27,0.00,0.00,0.00,0.00,"3,187,742.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan/2019,"16,541.30","3,058.43","196,719.10",334.00,"59,152.84","1,195,728.20",0.00,"414,086.12","15,399.57","702,923.37","684,504.84",585.91,0.00,475.49,350.92,"208,276.69",0.00,"7,282.59",0.41,0.00,0.00,0.00,0.00,"3,505,419.78",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb/2019,"21,619.99","8,794.74","100,485.14",307.60,"101,570.62","1,208,476.16",0.00,"460,518.80","1,801.96","469,437.28","521,555.38",545.97,0.00,"1,911.93",342.55,"279,583.39",0.00,"11,978.35",144.57,0.00,0.00,0.00,0.00,"3,189,074.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar/2019,"17,980.15","10,715.12","109,888.23",426.69,"118,678.80","1,550,052.84",0.00,"384,425.56",0.00,"678,145.38","704,276.53",996.49,0.00,"2,170.21",0.00,"256,490.00",0.00,"4,717.69",80.58,0.00,0.00,0.00,0.00,"3,839,044.27",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr/2019,"17,450.33","3,114.36","280,702.33",512.67,"76,765.06","1,215,209.05","39,866.57","670,633.92","14,371.63","867,761.34","656,495.95",477.01,0.00,"1,944.32",0.00,"276,252.72",0.00,"5,112.74",147.59,0.00,0.00,0.00,0.00,"4,126,817.59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May/2019,"22,195.29","6,650.62","103,315.20",171.98,"59,987.32","1,011,872.87",0.00,"623,466.22",0.00,"596,798.22","568,128.41",489.43,0.00,"2,658.48",0.00,"485,520.18",0.00,"6,263.91",82.01,0.00,0.00,0.00,0.00,"3,487,600.14",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun/2019,"22,041.50","4,484.73","346,048.30",507.79,"68,548.57","1,029,100.90",0.00,"612,732.27","13,290.50","712,731.80","629,788.43",225.87,0.00,0.00,0.00,"256,057.52",0.00,"9,967.36",0.00,0.00,0.00,0.00,0.00,"3,705,525.54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul/2019,"20,059.59","19,590.13","13,652.90",202.29,"63,368.64","1,056,569.11",0.00,"667,486.78",0.00,"531,577.64","516,273.85",117.68,0.00,"3,134.83",0.00,0.00,0.00,"9,079.17",75.79,0.00,0.00,0.00,0.00,"2,901,188.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug/2019,"19,268.71","9,374.15","141,908.64",404.40,"75,962.03","1,167,556.89",0.00,"586,430.65",0.00,"896,841.31","713,859.98",176.82,0.00,952.38,0.00,0.00,0.00,"3,968.23",7.34,0.00,0.00,0.00,0.00,"3,616,711.53",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep/2019,"17,011.47","5,473.85","108,983.70",557.90,"58,060.40","717,490.02","7,551.05","850,778.21",0.00,"518,043.68","491,194.71",348.21,0.00,166.67,340.10,"212,326.74",0.00,"8,867.90",79.33,0.00,0.00,0.00,0.00,"2,997,273.94",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct/2019,"19,109.12","10,751.21","95,514.49",107.93,"43,064.61","1,160,570.85","35,005.92","225,207.04",0.00,"712,672.38","691,407.73",115.83,0.00,"2,499.43",0.00,"525,400.00",0.00,"7,671.02",1.09,0.00,0.00,0.00,0.00,"3,529,098.65",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov/2019,"16,108.61","6,971.48","84,414.64",427.50,"56,475.66","1,122,990.69",0.00,"610,868.12","2,070.48","791,039.02","658,706.42",320.44,0.00,"2,579.15",0.00,0.00,0.00,"13,551.90",149.09,0.00,0.00,0.00,0.00,"3,366,673.20",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec/2019,"27,097.05","5,682.60","164,276.76",434.83,"39,148.46","1,098,972.39",0.00,"600,003.85",0.00,"731,012.24","797,580.75",313.80,"39,972.88","2,899.75",0.00,"245,057.00",0.00,"7,373.88",13.01,0.00,0.00,0.00,0.00,"3,759,839.25",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan/2020,"19,015.04","4,205.43","8,484.76",596.33,"64,745.40","999,181.20","34,013.75","715,600.32",0.00,"629,414.90","573,220.63",721.04,0.00,"1,647.63",0.00,0.00,0.00,"9,005.37",148.95,0.00,0.00,0.00,0.00,"3,060,000.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb/2020,"21,047.21","5,960.00","158,888.73",237.16,"71,115.46","1,237,018.37","12,300.92","451,331.70","23,690.30","741,509.07","611,314.13",177.68,0.00,"2,607.12",0.00,"849,463.41",0.00,"8,881.49",0.00,0.00,0.00,0.00,0.00,"4,195,542.75",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar/2020,"22,930.96","3,351.04","262,105.89",920.12,"116,115.40","1,367,335.14","1,991.32","643,278.89",0.00,"735,491.29","809,640.18",590.64,0.00,"1,267.79",0.00,"249,651.49",0.00,"10,977.78",0.00,0.00,0.00,0.00,0.00,"4,225,647.93",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr/2020,"21,591.95","2,443.86","195,126.19",756.32,0.00,"834,366.52",0.00,"510,349.93",288.62,"329,134.18","453,153.09",363.63,0.00,0.00,0.00,0.00,0.00,"6,952.78",144.57,0.00,0.00,0.00,0.00,"2,354,671.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May/2020,"16,064.15","5,300.00","77,729.35",396.85,0.00,"691,066.44","2,997.10","616,381.45",0.00,"415,805.82","170,292.50",507.39,0.00,0.00,0.00,"231,418.00",0.00,"6,147.08",72.29,0.00,0.00,0.00,0.00,"2,234,178.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun/2020,"15,086.16","5,451.00","126,935.72",280.40,"18,372.88","1,066,148.05","48,945.91","467,664.76",0.00,"683,322.72","415,672.19",364.94,0.00,0.00,259.99,"241,228.00",0.00,"9,716.36",0.00,0.00,0.00,0.00,0.00,"3,099,449.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul/2020,"24,023.78","4,142.86","95,456.23",0.00,"29,742.42","779,930.57",0.00,"675,337.54",0.00,"451,717.75","347,541.59",311.23,0.00,0.00,247.67,"602,780.29",0.00,"7,703.40",72.29,0.00,0.00,0.00,0.00,"3,019,007.62",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug/2020,"18,020.13","3,118.87","60,562.44",524.40,"46,730.75","791,258.19","7,998.76","634,320.07",0.00,"547,899.55","414,416.34",393.75,0.00,0.00,1.14,0.00,0.00,"4,201.86",72.29,0.00,0.00,0.00,0.00,"2,529,518.54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep/2020,"18,803.77",579.76,"28,529.93",0.00,0.00,"1,021,360.83",0.00,"315,527.09","2,261.75","591,799.83","563,742.50",329.23,0.00,356.40,0.00,"351,581.75",0.00,"19,486.30",72.29,0.00,0.00,0.00,0.00,"2,914,431.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct/2020,"25,940.04","4,594.86","170,477.00",519.98,"22,389.55","891,340.69",0.00,"960,840.53",0.00,"861,840.54","733,692.01",369.36,0.00,0.00,0.38,0.00,0.00,"6,118.08",72.86,0.00,0.00,0.00,0.00,"3,678,195.88",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov/2020,"24,172.72","2,720.06","160,324.99",339.00,"26,211.17","1,152,909.51","44,596.07","328,603.13",708.35,"696,600.14","570,262.17",388.25,0.00,933.81,60.00,"357,873.68",0.00,"24,501.43",0.00,0.00,0.00,0.00,0.00,"3,391,204.48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec/2020,"24,292.17","4,862.74","105,609.42",287.36,"36,051.00","1,050,560.83",0.00,"684,160.08",176.69,"780,347.28","777,450.55",668.76,0.00,"1,116.47",7.67,"281,577.99",0.00,"10,024.51",144.57,0.00,0.00,0.00,0.00,"3,757,338.09",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan/2021,"32,297.51","2,857.14","74,116.04",158.88,"34,039.29","1,185,644.96","1,499.38","475,619.49",0.00,"626,537.48","642,652.37",559.25,0.00,285.71,0.00,"360,218.54",0.00,"13,170.43",0.00,0.00,0.00,0.00,0.00,"3,449,656.47",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb/2021,"25,775.47","2,944.55","90,475.23",597.30,"36,199.22","1,076,824.67","1,203.34","617,783.16",0.00,"715,261.34","726,508.78",469.36,0.00,"1,941.72",2.85,0.00,0.00,"14,072.44",0.00,0.00,0.00,0.00,0.00,"3,310,059.43",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar/2021,"39,423.46","2,766.58","219,041.83",329.90,"44,504.81","1,345,110.18","13,415.05","549,815.26","22,193.67","772,750.01","850,334.64",512.05,0.00,"1,543.65",48.00,"232,451.50",0.00,"3,701.67",0.00,0.00,0.00,0.00,0.00,"4,097,942.26",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr/2021,"34,386.10","2,373.03","134,271.99",331.40,"60,378.83","1,250,171.58","39,568.59","664,443.94",0.00,"634,408.89","1,227,173.53",944.87,0.00,"1,008.98",0.00,0.00,191.00,"18,400.35",0.00,0.00,0.00,0.00,0.00,"4,068,053.08",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May/2021,"46,934.14","4,002.38","70,289.08",907.08,"34,196.00","1,279,017.24",0.00,"678,501.06",0.00,"669,085.78","649,783.14",278.79,0.00,"1,689.58",3.40,"554,574.24",0.00,"22,306.42",0.00,0.00,0.00,0.00,0.00,"4,011,568.33",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun/2021,"29,240.60","2,746.31","222,211.83",418.00,"72,527.45","1,440,106.47","1,489.69","466,658.55",0.00,"833,544.64","623,695.20",407.59,0.00,"1,762.73",1.56,0.00,937.08,"4,781.62",0.00,0.00,0.00,0.00,0.00,"3,700,529.32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul/2021,"35,080.77","3,825.70","37,527.59",474.40,"53,322.76","1,110,409.53","23,256.67","665,263.10",0.00,"833,732.31","689,717.29",204.15,0.00,"1,315.27",0.00,"274,703.81","1,801.91","14,357.33",0.00,0.00,0.00,0.00,0.00,"3,744,992.59",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug/2021,"28,578.20","2,714.29","105,776.21",59.00,"47,443.21","1,175,960.64","1,888.95","746,002.48","3,390.96","664,522.74","685,977.45",236.64,0.00,"1,237.75",0.00,"585,160.46",0.00,"7,124.19",0.00,0.00,0.00,0.00,0.00,"4,056,073.17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep/2021,"25,507.27","2,285.90","107,267.84",243.60,"38,914.43","896,539.24",0.00,"689,829.47",0.00,"844,430.03","646,233.31",342.49,0.00,"1,669.70",28.00,"215,709.34",0.00,"1,993.73",0.00,0.00,0.00,0.00,0.00,"3,470,994.35",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct/2021,"21,800.64","5,087.46","160,474.20",764.35,"93,077.24","1,542,473.57","41,348.99","696,346.90",0.00,"522,701.11","589,405.56",229.98,0.00,"2,395.35",1.51,"259,087.00",0.00,"5,945.58",0.00,0.00,0.00,0.00,0.00,"3,941,139.44",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov/2021,"27,112.87","5,428.57","70,030.27",310.23,"39,207.43","1,029,780.80",0.00,"524,186.50","1,731.86","692,267.31","623,392.63",340.01,0.00,887.73,162.26,"263,869.47",0.00,"21,329.70",0.00,0.00,0.00,0.00,0.00,"3,300,037.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec/2021,"25,260.10","4,503.81","208,358.64",279.14,"80,357.56","1,294,042.31",0.00,"679,415.09",0.00,"785,313.56","640,981.15",266.64,0.00,"2,212.32",1.04,"264,644.14",0.00,"18,835.04",0.00,0.00,0.00,0.00,0.00,"4,004,470.54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan/2022,"23,369.81","3,714.29","88,967.71",429.11,"45,177.60","1,438,571.28","4,000.00","657,185.74","24,251.44","848,902.97","947,226.27","6,903.32",0.00,"2,669.51",1.59,"579,700.89","1,014.29",799.03,0.00,0.00,0.00,0.00,0.00,"4,672,884.85",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb/2022,"30,737.35","5,046.42","75,860.50",690.84,"49,143.86","1,217,495.31",0.00,"673,218.30",0.00,"723,925.74","673,653.80","1,611.78",0.00,"1,836.51",0.07,"524,685.89","1,005.96","13,256.25",0.00,0.00,0.00,0.00,0.00,"3,992,168.58",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar/2022,"30,889.18","5,247.62","166,928.38",255.31,"101,583.78","1,246,975.12","15,098.98","713,553.44","1,845.88","772,406.10","592,318.21","9,837.36",0.00,"3,969.56",360.06,"882,244.12","4,115.91","4,104.41",0.00,0.00,0.00,0.00,0.00,"4,551,733.41",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr/2022,"29,981.76","2,333.68","307,291.31",412.19,"56,182.73","1,284,453.73","4,034.55","693,964.40",0.00,"906,104.05","493,958.32","5,125.91",0.00,"2,433.83",414.41,"527,111.79",0.00,"1,454.76",0.00,0.00,0.00,0.00,0.00,"4,315,257.42",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May/2022,"35,466.49","5,298.67","73,435.94",403.17,"62,999.86","1,306,786.77","9,040.11","667,272.19",0.00,"762,776.12","663,348.94","8,044.94",0.00,"1,417.46",513.83,"245,972.00",0.00,"13,787.34",0.00,0.00,0.00,0.00,0.00,"3,856,563.83",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jun/2022,"34,937.44","5,571.42","196,263.91",395.85,"99,190.10","1,032,070.53","24,651.72","265,773.77",0.00,"641,348.46","556,311.96","1,734.67",0.00,"2,124.98",0.50,"527,653.40",828.70,"6,741.23",0.00,0.00,0.00,0.00,0.00,"3,395,598.64",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jul/2022,"27,423.74","5,231.10","86,469.36",286.00,"55,357.83","1,116,548.97","25,727.21","717,652.72","1,301.96","987,872.05","611,115.01","4,282.76",0.00,"2,724.66",256.92,0.00,"1,604.92","10,938.76",0.00,0.00,0.00,0.00,0.00,"3,654,793.97",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aug/2022,"28,517.52","7,714.29","83,286.94",25.71,"84,499.18","1,299,910.96",0.00,"735,253.72","13,624.43","657,942.72","378,627.69","3,960.93",0.00,"2,319.45",0.00,"872,599.58","2,090.11","11,961.93",0.00,0.00,0.00,0.00,0.00,"4,182,335.16",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sep/2022,"22,099.26","9,110.51","155,992.58",13.10,"41,793.59","1,077,517.90","4,983.86","421,303.21",529.05,"869,579.64","551,589.72","7,431.40",0.00,"3,425.97",0.00,0.00,"2,264.37",863.08,0.00,0.00,0.00,0.00,0.00,"3,168,497.23",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Oct/2022,"22,298.63","5,157.50","57,422.20",510.38,"95,299.93","980,527.08","11,260.59","717,849.25",0.00,"718,920.20","529,832.42","5,039.05",0.00,"2,665.57",1.26,"771,601.46","1,255.96","11,141.07",0.00,0.00,0.00,0.00,0.00,"3,930,782.55",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nov/2022,"22,426.83","7,548.75","155,269.41",0.00,"55,258.65","1,136,760.55","9,941.91","691,237.42",0.00,"754,135.86","595,870.42","9,769.41",0.00,"2,338.28",43.09,"684,517.29","1,431.00","15,257.34",0.00,0.00,0.00,0.00,0.00,"4,141,806.21",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dec/2022,"23,211.02","8,157.14","223,806.31",13.00,"60,626.66","1,082,107.64","9,888.12","671,444.61","2,335.55","841,323.98","602,458.30","8,196.94",0.00,"2,710.39",380.64,"275,120.84",0.00,"1,843.78",0.00,0.00,0.00,0.00,0.00,"3,813,624.91",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jan/2023,"25,028.49","11,654.23","132,458.17",7.86,"65,808.97","1,442,099.08","45,074.97","497,780.69",0.00,"909,391.13","578,792.14","2,240.05",0.00,"3,247.22",6.32,0.00,215.00,"4,491.66",0.00,0.00,0.00,0.00,0.00,"3,718,295.98",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Feb/2023,"23,565.09","25,564.76","123,451.93",152.00,"154,166.84","1,267,967.39",0.00,"652,984.71","24,776.42","725,101.20","685,183.06",288.59,0.00,"2,439.59",248.44,"870,158.29",212.90,"21,630.09",0.00,0.00,0.00,0.00,0.00,"4,577,891.30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mar/2023,"30,789.61","128,594.46","149,590.82",,"66,515.19","1,317,519.91","4,985.21","711,978.35",0.00,"803,262.67","633,849.05",497.50,0.00,"4,212.34",330.59,"249,231.00","1,474.00","12,599.78",0.00,0.00,0.00,0.00,0.00,"4,115,430.48",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apr/2023,"25,001.96","119,761.46","134,010.55",86.43,"123,298.87","1,417,182.73","21,503.98","647,666.30","1,840.46","922,032.39","572,201.36",385.39,0.00,"1,713.96",40.00,0.00,"1,811.06","19,941.64",0.00,0.00,0.00,0.00,0.00,"4,008,478.54",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
May/2023,"30,440.94","171,826.96","234,819.33",6.00,"94,150.63","1,428,099.62","15,047.82","713,348.99",0.00,"947,633.29","668,478.73",619.65,0.00,"2,727.50",388.51,"525,292.80",621.00,"16,858.33",0.00,0.00,0.00,0.00,0.00,"4,850,360.10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fuente: informes mensuales de titulares de licencias de la cadena de comercialización de hidrocarburos.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
